Buyer_County,Buyer_State,Year,Total_dosage_unit,FIPS,FIPS_year,Prescription_rate,Population,Avgdosage,Prescription_trend,Distributor_dosage,Overdose_death,percent_male,unmployment_rate,mean_income
Charlotte,FL,2007,7090240,12015,2007-12015,118.7,159742,44.38557173,0,NA,NA,0.470984334,3.5,46707
Charlotte,FL,2008,8205600,12015,2008-12015,112.6,160467,51.13574754,0,NA,NA,0.476489404,5.5,46404
Charlotte,FL,2009,9351220,12015,2009-12015,115.6,156043,59.92719955,0,NA,NA,0.483587339,9.3,40362
Charlotte,FL,2010,10607540,12015,2010-12015,117.2,159385,66.55293785,0,NA,NA,0.484349022,12.7,42031
Charlotte,FL,2011,10482640,12015,2011-12015,116.6,160095,65.47762266,0,NA,NA,0.478303668,11.3,41190
Charlotte,FL,2012,8014370,12015,2012-12015,92.3,160380,49.97113106,1,NA,NA,0.485820165,9.5,45247
Charlottesville City,VA,2006,1435700,51540,2006-51540,77.9,41066,34.96079482,1,NA,NA,NA,3.2,NA
Charlottesville City,VA,2007,1462400,51540,2007-51540,83.1,41538,35.20631711,1,NA,NA,NA,3.2,NA
Charlottesville City,VA,2008,1537000,51540,2008-51540,82.9,42130,36.48231664,1,NA,NA,NA,4.4,NA
Charlottesville City,VA,2009,1681500,51540,2009-51540,79.6,41393,40.62281062,1,NA,NA,NA,7.9,NA
Charlottesville City,VA,2010,1510600,51540,2010-51540,80.1,42267,35.73946578,1,NA,NA,NA,6.1,NA
Charlottesville City,VA,2011,1794060,51540,2011-51540,77.3,42758,41.95846391,1,NA,NA,NA,5.6,NA
Charlottesville City,VA,2012,1967510,51540,2012-51540,80.1,43223,45.51997779,1,NA,NA,NA,5.1,NA
Chesapeake City,VA,2006,4368760,51550,2006-51550,77.3,217271,20.10742345,1,NA,12,0.485024483,7.2,62126
Chesapeake City,VA,2007,4634390,51550,2007-51550,83.2,217450,21.31243964,1,NA,13,0.484832583,5.9,63517
Chesapeake City,VA,2008,4699490,51550,2008-51550,83.4,218458,21.51209844,1,NA,12,0.485972986,6.8,67996
Chesapeake City,VA,2009,5043270,51550,2009-51550,85,219425,22.98402643,1,NA,18,0.483414623,10.1,64405
Chesapeake City,VA,2010,5652890,51550,2010-51550,85,219268,25.78073408,1,NA,12,0.486344434,7.2,68955
Chesapeake City,VA,2011,6251090,51550,2011-51550,85.4,220837,28.30635265,1,NA,10,0.487651633,6.9,66563
Chesapeake City,VA,2012,6337840,51550,2012-51550,82.8,223233,28.39114289,1,NA,11,0.486080283,6.4,65562
Chesterfield,VA,2006,6727960,51041,2006-51041,67.2,298496,22.53953152,1,NA,12,0.491928363,3.5,67570
Chesterfield,VA,2007,7507456,51041,2007-51041,69.3,304636,24.64402106,1,NA,12,0.491112453,3.7,69409
Chesterfield,VA,2008,8061372,51041,2008-51041,73.2,309837,26.01810629,1,45100,26,0.489384418,4,71148
Chesterfield,VA,2009,8910530,51041,2009-51041,75.4,298009,29.90020436,1,NA,16,0.490074021,7.4,69922
Chesterfield,VA,2010,9348995,51041,2010-51041,77.9,308633,30.29162468,1,NA,14,0.483431199,7.3,69149
Chesterfield,VA,2011,10632899,51041,2011-51041,80.4,313001,33.97081479,1,NA,21,0.478663782,6.8,71110
Chesterfield,VA,2012,11019980,51041,2012-51041,84.7,316895,34.77486234,1,NA,19,0.480763055,6.1,70243
Citrus,FL,2006,5696130,12017,2006-12017,100,137826,41.32841409,1,NA,20,0.483535177,3.1,34973
Citrus,FL,2007,6380300,12017,2007-12017,106.9,140974,45.25870019,0,NA,15,0.483637609,4.4,35810
Citrus,FL,2008,7016160,12017,2008-12017,109.7,142122,49.36716342,0,NA,NA,0.474564406,7.1,38137
Citrus,FL,2009,7501380,12017,2009-12017,111.5,138161,54.29448252,0,NA,NA,0.484343496,11.1,38128
Citrus,FL,2010,8328050,12017,2010-12017,115,140686,59.19601097,0,NA,17,0.48606594,13.7,35459
Citrus,FL,2011,9359438,12017,2011-12017,118.7,141157,66.30516375,0,NA,NA,0.492369547,12.5,33764
Citrus,FL,2012,7704590,12017,2012-12017,110.4,140805,54.71815632,0,NA,19,0.470995982,10.8,39322
Clark,OH,2006,5409760,39023,2006-39023,125.5,140668,38.45764495,0,NA,15,0.481807545,4.8,42546
Clark,OH,2007,6012440,39023,2007-39023,131.8,139829,42.99851962,0,NA,15,0.477708095,4.8,42687
Clark,OH,2008,6161270,39023,2008-39023,130.3,139404,44.19722533,0,NA,11,0.480405265,6,45467
Clark,OH,2009,6446630,39023,2009-39023,127.3,140419,45.90995521,0,NA,10,0.484123404,14.8,42367
Clark,OH,2010,6651030,39023,2010-39023,125.4,139374,47.72073701,0,NA,14,0.478019871,11,39580
Clark,OH,2011,7249264,39023,2011-39023,123.5,138782,52.23490078,0,NA,32,0.483575542,9.5,41292
Clark,OH,2012,6560410,39023,2012-39023,117.1,138278,47.44362805,0,NA,32,0.485306765,7.8,39178
Clarke,VA,2006,131300,51043,2006-51043,NA,13939,9.419614033,0,NA,NA,NA,3.3,NA
Clarke,VA,2007,136600,51043,2007-51043,NA,13969,9.778795905,0,NA,NA,NA,3.6,NA
Clarke,VA,2008,120300,51043,2008-51043,NA,14092,8.536758445,0,NA,NA,NA,4.8,NA
Clarke,VA,2009,120600,51043,2009-51043,11,14359,8.398913573,1,NA,NA,NA,7.9,NA
Clarke,VA,2010,124000,51043,2010-51043,23.2,14013,8.848925997,1,NA,NA,NA,6.7,NA
Clarke,VA,2011,123600,51043,2011-51043,22.2,14081,8.777785669,1,NA,NA,NA,5.7,NA
Clarke,VA,2012,24400,51043,2012-51043,10,14143,1.725235099,1,NA,NA,NA,5.2,NA
Clay,FL,2006,7606580,12019,2006-12019,94.9,178339,42.65236432,1,NA,12,0.493865254,3.2,60450
Clay,FL,2007,9189270,12019,2007-12019,96.1,184256,49.87229724,1,NA,11,0.489707345,3.7,58555
Clay,FL,2008,9940560,12019,2008-12019,102.2,187289,53.07604825,1,NA,12,0.491898856,5.7,61130
Clay,FL,2009,11048725,12019,2009-12019,108.5,179850,61.43299972,0,NA,24,0.497424447,9.3,57783
Clay,FL,2010,11278340,12019,2010-12019,109,186076,60.61147058,0,NA,13,0.486256172,9.9,58263
Clay,FL,2011,11694000,12019,2011-12019,105.6,188890,61.90904759,0,NA,23,0.480911785,9.1,54389
Clay,FL,2012,11346340,12019,2012-12019,106.5,190891,59.43884206,0,NA,27,0.494167589,7.6,54827
Clermont,OH,2006,7226008,39025,2006-39025,114.3,192209,37.59453512,0,NA,22,0.487794879,6.5,52279
Clermont,OH,2007,8255680,39025,2007-39025,117.8,194346,42.47928951,0,NA,34,0.491079642,6.2,53029
Clermont,OH,2008,9076734,39025,2008-39025,123.1,195891,46.33563563,0,NA,32,0.493727768,7.2,61288
Clermont,OH,2009,9691322,39025,2009-39025,124.2,193377,50.11620824,0,NA,15,0.493832882,13.4,58348
Clermont,OH,2010,10607866,39025,2010-39025,124.5,195312,54.31241296,0,NA,46,0.490470841,10.4,56952
Clermont,OH,2011,11250060,39025,2011-39025,120.6,196731,57.18498864,0,NA,35,0.495754222,9.1,55934
Clermont,OH,2012,10658130,39025,2012-39025,111.8,197543,53.95346836,0,NA,55,0.490488987,7.4,53087
Clinton,OH,2006,1885330,39027,2006-39027,117.6,42499,44.36174969,0,NA,NA,NA,7,NA
Clinton,OH,2007,2211860,39027,2007-39027,126.7,42576,51.95086434,0,NA,NA,NA,6.8,NA
Clinton,OH,2008,2453620,39027,2008-39027,137.6,42656,57.52109902,0,NA,NA,NA,8.6,NA
Clinton,OH,2009,2699240,39027,2009-39027,146.2,42820,63.03689865,0,NA,NA,NA,13.5,NA
Clinton,OH,2010,2643060,39027,2010-39027,143.1,42416,62.31280649,0,NA,NA,NA,17,NA
Clinton,OH,2011,2773190,39027,2011-39027,140.8,42296,65.5662474,0,NA,NA,NA,13.5,NA
Clinton,OH,2012,2621430,39027,2012-39027,132.4,42161,62.17665615,0,NA,NA,NA,10.7,NA
Collier,FL,2006,8125728,12021,2006-12021,76.1,312621,25.99226539,1,NA,14,0.508808228,3.6,55888
Collier,FL,2007,8788580,12021,2007-12021,78.7,314437,27.95020942,1,NA,20,0.506105959,4.9,57653
Collier,FL,2008,9515619,12021,2008-12021,77.2,316641,30.05175893,1,NA,30,0.509427199,6.9,61165
Collier,FL,2009,11003405,12021,2009-12021,75.4,313165,35.13612632,1,NA,37,0.510248417,10.1,52988
Collier,FL,2010,12049850,12021,2010-12021,77.8,316931,38.02042085,1,NA,41,0.496101987,11.6,52730
Collier,FL,2011,11191640,12021,2011-12021,75.2,320087,34.96436906,1,NA,40,0.495062993,10.1,50564
Collier,FL,2012,9341972,12021,2012-12021,66.3,323548,28.87352727,1,NA,32,0.491957633,8.4,54126
Colonial Heights City,VA,2006,1477850,51570,2006-51570,276,17604,83.94967053,0,NA,NA,NA,NA,NA
Colonial Heights City,VA,2007,1458960,51570,2007-51570,296,17462,83.55056695,0,NA,NA,NA,NA,NA
Colonial Heights City,VA,2008,1340930,51570,2008-51570,283.1,17387,77.12256283,0,NA,NA,NA,NA,NA
Colonial Heights City,VA,2009,1539380,51570,2009-51570,276.2,17707,86.93623991,0,NA,NA,NA,NA,NA
Colonial Heights City,VA,2010,1640740,51570,2010-51570,294.1,17472,93.90682234,0,NA,NA,NA,NA,NA
Colonial Heights City,VA,2011,1942910,51570,2011-51570,303.1,17439,111.4117782,0,NA,NA,NA,NA,NA
Colonial Heights City,VA,2012,1983480,51570,2012-51570,309.9,17426,113.8230231,0,NA,NA,NA,NA,NA
Columbia,FL,2006,3026560,12023,2006-12023,127.3,65890,45.93352557,0,NA,NA,0.538912958,3.5,40834
Columbia,FL,2007,3276000,12023,2007-12023,133.5,66604,49.18623506,0,NA,NA,0.521802174,4.4,41321
Columbia,FL,2008,3857300,12023,2008-12023,148.8,67318,57.29968211,0,NA,NA,0.508901337,7.6,38788
Columbia,FL,2009,3958490,12023,2009-12023,140.6,67397,58.73391991,0,NA,NA,0.499328646,11.4,37321
Columbia,FL,2010,4551600,12023,2010-12023,136.5,66964,67.97085001,0,NA,NA,0.510229744,10.8,32488
Columbia,FL,2011,4488750,12023,2011-12023,131.1,67287,66.71050872,0,NA,NA,0.533511151,10.3,35008
Columbia,FL,2012,4326740,12023,2012-12023,125,67546,64.05619874,0,NA,12,0.520466115,8.8,36542
Columbiana,OH,2006,2788000,39029,2006-39029,79.5,109673,25.42102432,1,NA,NA,0.501926869,6.5,37791
Columbiana,OH,2007,3285230,39029,2007-39029,84.9,109153,30.09747785,1,NA,NA,0.497654051,7,39605
Columbiana,OH,2008,3670210,39029,2008-39029,94.5,108469,33.83648784,1,NA,NA,0.49739045,8.7,40941
Columbiana,OH,2009,4045840,39029,2009-39029,100.7,108683,37.22606111,1,NA,NA,0.501587419,14.8,37595
Columbiana,OH,2010,4423570,39029,2010-39029,103.9,108609,40.72931341,0,NA,NA,0.506474954,12.6,35909
Columbiana,OH,2011,4840680,39029,2011-39029,105.1,108198,44.73908945,0,5600,NA,0.498447523,10.2,43975
Columbiana,OH,2012,5038300,39029,2012-39029,102.2,107598,46.8252198,0,NA,NA,0.500098585,8.2,44210
Coshocton,OH,2006,754730,39031,2006-39031,78.9,37339,20.21291411,1,NA,NA,NA,5.1,NA
Coshocton,OH,2007,933900,39031,2007-39031,80.4,37184,25.11564114,1,NA,NA,NA,5.7,NA
Coshocton,OH,2008,969030,39031,2008-39031,80.2,36953,26.22331069,1,NA,NA,NA,6.2,NA
Coshocton,OH,2009,1047730,39031,2009-39031,84.8,36215,28.93082977,1,NA,NA,NA,8.7,NA
Coshocton,OH,2010,1156820,39031,2010-39031,86.7,37046,31.22658317,1,NA,NA,NA,12.7,NA
Coshocton,OH,2011,1236790,39031,2011-39031,86.9,36974,33.45026235,1,NA,NA,NA,11.5,NA
Coshocton,OH,2012,1288180,39031,2012-39031,86.1,36880,34.92895879,1,NA,NA,NA,10.1,NA
Covington City,VA,2006,429460,51580,2006-51580,246,5979,71.82806489,0,NA,NA,NA,5.6,NA
Covington City,VA,2007,545320,51580,2007-51580,250.1,6057,90.03136866,0,NA,NA,NA,6.1,NA
Covington City,VA,2008,617200,51580,2008-51580,269,5991,103.0211985,0,NA,NA,NA,7.4,NA
Covington City,VA,2009,670510,51580,2009-51580,291.8,6171,108.6549992,0,NA,NA,NA,12.1,NA
Covington City,VA,2010,683170,51580,2010-51580,300,5989,114.0707965,0,NA,NA,NA,10.6,NA
Covington City,VA,2011,777480,51580,2011-51580,310.9,5982,129.9699097,0,NA,NA,NA,9.4,NA
Covington City,VA,2012,788550,51580,2012-51580,295.1,5903,133.584618,0,NA,NA,NA,9,NA
Craig,VA,2006,125300,51045,2006-51045,NA,5158,24.29236138,0,NA,NA,NA,3.5,NA
Craig,VA,2007,144930,51045,2007-51045,NA,5212,27.80698388,0,NA,NA,NA,3.2,NA
Craig,VA,2008,137390,51045,2008-51045,NA,5167,26.58989743,0,NA,NA,NA,4.8,NA
Craig,VA,2009,166030,51045,2009-51045,NA,5055,32.84470821,0,NA,NA,NA,7.3,NA
Craig,VA,2010,151620,51045,2010-51045,NA,5173,29.30987821,0,NA,NA,NA,7.9,NA
Craig,VA,2011,175330,51045,2011-51045,NA,5158,33.99185731,0,NA,NA,NA,7.5,NA
Craig,VA,2012,188160,51045,2012-51045,NA,5186,36.2822985,0,NA,NA,NA,7,NA
Crawford,OH,2006,1322000,39033,2006-39033,110,44907,29.43861759,0,NA,NA,NA,5.7,NA
Crawford,OH,2007,1541900,39033,2007-39033,113.4,44634,34.54541381,0,NA,NA,NA,5.6,NA
Crawford,OH,2008,1772450,39033,2008-39033,116.1,44291,40.01828814,0,NA,NA,NA,6.4,NA
Crawford,OH,2009,1805600,39033,2009-39033,116.6,44181,40.86824653,0,NA,NA,NA,11.4,NA
Crawford,OH,2010,1829620,39033,2010-39033,118.4,44294,41.30627173,0,NA,NA,NA,12.9,NA
Crawford,OH,2011,1877010,39033,2011-39033,118.8,43998,42.66125733,0,NA,NA,NA,11.5,NA
Crawford,OH,2012,1684150,39033,2012-39033,110.4,43623,38.60692754,0,NA,NA,NA,9.1,NA
Culpeper,VA,2006,1117200,51047,2006-51047,74,44076,25.34712769,1,NA,NA,NA,5.1,NA
Culpeper,VA,2007,1281846,51047,2007-51047,87.6,45527,28.15573176,1,NA,NA,NA,5.2,NA
Culpeper,VA,2008,1424560,51047,2008-51047,92.9,46056,30.93104047,1,NA,NA,NA,5.7,NA
Culpeper,VA,2009,1565320,51047,2009-51047,95.9,44923,34.84451172,1,NA,NA,NA,8.7,NA
Culpeper,VA,2010,1582700,51047,2010-51047,101.7,45749,34.5952917,0,NA,NA,NA,7.2,NA
Culpeper,VA,2011,1656840,51047,2011-51047,105.8,46427,35.68699248,0,NA,NA,NA,6.4,NA
Culpeper,VA,2012,1471720,51047,2012-51047,99,46894,31.38397236,1,NA,NA,NA,5.7,NA
Cumberland,VA,2006,38270,51049,2006-51049,15.1,9596,3.98812005,1,NA,NA,NA,3.2,NA
Cumberland,VA,2007,59800,51049,2007-51049,21.7,9762,6.125793895,1,NA,NA,NA,3.4,NA
Cumberland,VA,2008,81480,51049,2008-51049,19.7,9849,8.272921109,1,NA,NA,NA,4.5,NA
Cumberland,VA,2009,67390,51049,2009-51049,10.8,9536,7.066904362,1,NA,NA,NA,8,NA
Cumberland,VA,2010,94300,51049,2010-51049,26.9,9855,9.568746829,1,NA,NA,NA,8.4,NA
Cumberland,VA,2011,160350,51049,2011-51049,39.7,9928,16.15128928,1,NA,NA,NA,7.7,NA
Cumberland,VA,2012,137060,51049,2012-51049,36.9,9951,13.7734901,1,NA,NA,NA,7.1,NA
Cuyahoga,OH,2006,28295809,39035,2006-39035,65.6,1312816,21.55352235,1,NA,113,0.474281353,5.6,41522
Cuyahoga,OH,2007,32455877,39035,2007-39035,68.5,1301540,24.93651905,1,NA,93,0.474554731,5.6,44358
Cuyahoga,OH,2008,35680000,39035,2008-39035,73.7,1291479,27.62723978,1,NA,119,0.474154643,7.5,44199
Cuyahoga,OH,2009,39941195,39035,2009-39035,76.1,1296287,30.81199997,1,NA,108,0.473708346,14.1,40101
Cuyahoga,OH,2010,42367265,39035,2010-39035,79.1,1293825,32.74574614,1,NA,147,0.474555002,8.5,41347
Cuyahoga,OH,2011,44980415,39035,2011-39035,80.1,1285279,34.99661552,1,NA,188,0.4746169,7.6,41530
