Buyer_County,Buyer_State,Year,Total_dosage_unit,FIPS,FIPS_year,Prescription_rate,Population,Avgdosage,Prescription_trend,Distributor_dosage,Overdose_death,percent_male,unmployment_rate,mean_income
Lee,FL,2008,25478765,12071,2008-12071,88.5,610984,41.70119839,1,NA,60,0.493286531,7.3,50747
Lee,FL,2009,28785329,12071,2009-12071,89.8,573676,50.17697969,1,NA,74,0.495644973,11.5,45353
Lee,FL,2010,35364840,12071,2010-12071,90.3,606165,58.3419366,1,NA,84,0.491572214,12.5,43936
Lee,FL,2011,33876890,12071,2011-12071,88.9,615955,54.99896908,1,NA,70,0.491966167,10.9,45266
Lee,FL,2012,24677140,12071,2012-12071,74.8,624155,39.53687786,1,NA,46,0.491176876,8.8,46278
Leon,FL,2006,5722117,12073,2006-12073,78.9,263076,21.75081345,1,60,NA,0.482528244,2.6,41516
Leon,FL,2007,6208454,12073,2007-12073,82.3,268519,23.12109758,1,13979,NA,0.481722202,2.8,49234
Leon,FL,2008,6967812,12073,2008-12073,86.7,271130,25.69915539,1,81500,NA,0.480907965,4.4,47000
Leon,FL,2009,7381474,12073,2009-12073,83.7,261023,28.27901756,1,142764,NA,0.478348901,5.8,39873
Leon,FL,2010,7089039,12073,2010-12073,80.8,270409,26.21598763,1,NA,NA,0.474277145,7.9,41694
Leon,FL,2011,7402540,12073,2011-12073,79.3,273352,27.08061401,1,NA,NA,0.47247015,7.8,44731
Leon,FL,2012,7308350,12073,2012-12073,73.4,276506,26.43107202,1,NA,NA,0.476806839,7,46443
Levy,FL,2006,1787694,12075,2006-12075,96,39447,45.31888357,1,NA,NA,NA,5.2,NA
Levy,FL,2007,2089048,12075,2007-12075,109.7,40204,51.96119789,0,NA,NA,NA,6.2,NA
Levy,FL,2008,2475026,12075,2008-12075,117.6,40809,60.6490235,0,NA,NA,NA,7.2,NA
Levy,FL,2009,2759570,12075,2009-12075,130,38555,71.57489301,0,NA,NA,NA,10.7,NA
Levy,FL,2010,2820710,12075,2010-12075,130.6,40415,69.79364097,0,NA,NA,NA,11.9,NA
Levy,FL,2011,2720294,12075,2011-12075,125.2,40556,67.0750074,0,NA,NA,NA,10.9,NA
Levy,FL,2012,2386360,12075,2012-12075,129.4,40541,58.86287955,0,NA,10,NA,9.3,NA
Lewis,WV,2006,912600,54041,2006-54041,149.6,16445,55.49407115,0,NA,NA,NA,4.9,NA
Lewis,WV,2007,953400,54041,2007-54041,162.6,16360,58.27628362,0,NA,NA,NA,5.2,NA
Lewis,WV,2008,1026400,54041,2008-54041,167.4,16422,62.50152235,0,NA,NA,NA,4.2,NA
Lewis,WV,2009,1005230,54041,2009-54041,155.8,17215,58.3926808,0,NA,NA,NA,8.1,NA
Lewis,WV,2010,971850,54041,2010-54041,155.4,16406,59.23747409,0,NA,NA,NA,8.8,NA
Lewis,WV,2011,985310,54041,2011-54041,147,16400,60.07987805,0,NA,NA,NA,7.5,NA
Lewis,WV,2012,954620,54041,2012-54041,126.1,16389,58.2476051,0,NA,NA,NA,7,NA
Lexington City,VA,2006,500630,51678,2006-51678,205,6978,71.74405274,0,NA,NA,NA,2.6,NA
Lexington City,VA,2007,623220,51678,2007-51678,238.3,6956,89.59459459,0,NA,NA,NA,2.9,NA
Lexington City,VA,2008,751850,51678,2008-51678,274.3,6963,107.9778831,0,NA,NA,NA,4.2,NA
Lexington City,VA,2009,790500,51678,2009-51678,279.9,6909,114.4159792,0,NA,NA,NA,7.3,NA
Lexington City,VA,2010,836280,51678,2010-51678,276.5,6990,119.639485,0,NA,NA,NA,9.3,NA
Lexington City,VA,2011,907360,51678,2011-51678,288.2,6998,129.6599028,0,NA,NA,NA,9.2,NA
Lexington City,VA,2012,943760,51678,2012-51678,334.2,6990,135.0157368,0,NA,NA,NA,8.8,NA
Liberty,FL,2006,94290,12077,2006-12077,13,8011,11.77006616,1,NA,NA,NA,3.1,NA
Liberty,FL,2007,109300,12077,2007-12077,26.3,8113,13.4722051,1,NA,NA,NA,4.2,NA
Liberty,FL,2008,115000,12077,2008-12077,53.3,8323,13.81713325,1,NA,NA,NA,7.2,NA
Liberty,FL,2009,110800,12077,2009-12077,54.1,7811,14.18512354,1,NA,NA,NA,11.6,NA
Liberty,FL,2010,165300,12077,2010-12077,54,8230,20.08505468,1,NA,NA,NA,8.8,NA
Liberty,FL,2011,127500,12077,2011-12077,48.3,8291,15.37812085,1,NA,NA,NA,9.2,NA
Liberty,FL,2012,114300,12077,2012-12077,46.4,8300,13.77108434,1,NA,NA,NA,7.9,NA
Licking,OH,2006,3895320,39089,2006-39089,73.7,160263,24.30579735,1,NA,NA,0.487551748,5.2,50386
Licking,OH,2007,4537250,39089,2007-39089,78.1,162375,27.9430331,1,NA,NA,0.485154633,5.7,53551
Licking,OH,2008,5087710,39089,2008-39089,81.1,163916,31.03851973,1,NA,NA,0.489865015,6.4,51392
Licking,OH,2009,5703160,39089,2009-39089,84.3,156414,36.46195353,1,NA,NA,0.492138206,9.6,50922
Licking,OH,2010,5858410,39089,2010-39089,83.9,163708,35.78572825,1,NA,11,0.487615551,9.6,51132
Licking,OH,2011,6326940,39089,2011-39089,84.4,165110,38.31954455,1,NA,NA,0.488866832,8.4,54887
Licking,OH,2012,6289460,39089,2012-39089,85.7,166135,37.85752551,1,NA,NA,0.492476289,6.8,52331
Lincoln,WV,2006,685430,54043,2006-54043,56.3,22064,31.06553662,1,NA,NA,NA,7.7,NA
Lincoln,WV,2007,782270,54043,2007-54043,62.1,21953,35.63385414,1,NA,NA,NA,7.4,NA
Lincoln,WV,2008,1099890,54043,2008-54043,65.9,21881,50.26689822,1,NA,NA,NA,5.9,NA
Lincoln,WV,2009,1576600,54043,2009-54043,68,22211,70.98284634,1,NA,NA,NA,11.5,NA
Lincoln,WV,2010,1578850,54043,2010-54043,65.9,21879,72.16280452,1,NA,12,NA,11.7,NA
Lincoln,WV,2011,1689960,54043,2011-54043,63.7,21777,77.60297562,1,NA,14,NA,10.7,NA
Lincoln,WV,2012,1566740,54043,2012-54043,54,21714,72.15344939,1,NA,NA,NA,10.3,NA
Logan,OH,2006,7318500,39091,2006-39091,94.4,45902,159.4374973,1,NA,NA,NA,6.3,NA
Logan,OH,2007,8003900,39091,2007-39091,101.6,46154,173.4172553,1,NA,NA,NA,6.8,NA
Logan,OH,2008,8541550,39091,2008-39091,107.5,46115,185.2228125,0,NA,NA,NA,8.2,NA
Logan,OH,2009,8795820,39091,2009-39091,114.8,46430,189.4426018,0,NA,NA,NA,12.4,NA
Logan,OH,2010,8214780,39091,2010-39091,115.8,46006,178.5588836,0,NA,NA,NA,11.8,NA
Logan,OH,2011,8762370,39091,2011-39091,113.6,45964,190.6354973,0,NA,NA,NA,9.8,NA
Logan,OH,2012,8322990,39091,2012-39091,103.9,45816,181.6612101,0,NA,NA,NA,7.1,NA
Lorain,OH,2006,6464160,39093,2006-39093,76,297259,21.7458849,1,NA,NA,0.492584265,5.3,48838
Lorain,OH,2007,7847110,39093,2007-39093,81,298609,26.27887974,1,NA,NA,0.489647985,5.2,50718
Lorain,OH,2008,8945820,39093,2008-39093,87.9,299814,29.8378995,1,NA,10,0.494991343,6.2,52834
Lorain,OH,2009,10319620,39093,2009-39093,91.2,302811,34.07940927,1,NA,NA,0.491660315,9.5,48110
Lorain,OH,2010,11110250,39093,2010-39093,93.9,299605,37.08299261,1,NA,15,0.491761459,9.1,50200
Lorain,OH,2011,11638628,39093,2011-39093,93.6,300491,38.73203524,1,NA,10,0.492215215,7.8,48280
Lorain,OH,2012,11520170,39093,2012-39093,88.8,301108,38.25926246,1,NA,33,0.492079024,7.1,49131
Loudoun,VA,2006,3718963,51107,2006-51107,40.9,267194,13.91858724,1,NA,NA,0.495928457,4.5,99371
Loudoun,VA,2007,4088193,51107,2007-51107,41,279704,14.61614063,1,NA,10,0.496540494,4.5,107207
Loudoun,VA,2008,4575815,51107,2008-51107,42.8,292570,15.64006904,1,NA,NA,0.498794807,5.9,111925
Loudoun,VA,2009,4958810,51107,2009-51107,42.9,277465,17.87183969,1,NA,NA,0.494732229,9.3,114204
Loudoun,VA,2010,5447940,51107,2010-51107,44.2,291653,18.6795267,1,NA,NA,0.493485311,5.1,119540
Loudoun,VA,2011,5346790,51107,2011-51107,45.8,303329,17.62703203,1,NA,NA,0.494989321,4.7,119134
Loudoun,VA,2012,5297215,51107,2012-51107,44.4,314980,16.81762334,1,NA,NA,0.494663073,4.4,117876
Louisa,VA,2006,600100,51109,2006-51109,52.1,30946,19.39184386,1,NA,NA,NA,2.7,NA
Louisa,VA,2007,710900,51109,2007-51109,52.1,31716,22.41455417,1,NA,NA,NA,2.7,NA
Louisa,VA,2008,715700,51109,2008-51109,59,32475,22.03849115,1,NA,NA,NA,3.7,NA
Louisa,VA,2009,744200,51109,2009-51109,58.1,31661,23.50525884,1,NA,NA,NA,6.1,NA
Louisa,VA,2010,811700,51109,2010-51109,59,32248,25.17055321,1,NA,NA,NA,7.5,NA
Louisa,VA,2011,939910,51109,2011-51109,61.3,32739,28.70918476,1,NA,NA,NA,6.8,NA
Louisa,VA,2012,982430,51109,2012-51109,67.5,33083,29.69591633,1,NA,NA,NA,6.2,NA
Lucas,OH,2006,18152946,39095,2006-39095,99.8,446769,40.631615,1,72284344,15,0.484455883,6.4,42296
Lucas,OH,2007,20843382,39095,2007-39095,103.8,445482,46.78838202,1,94523500,20,0.484342966,6.2,44704
Lucas,OH,2008,23822628,39095,2008-39095,109.9,443909,53.66556659,0,107202128,32,0.484100569,7.1,40990
Lucas,OH,2009,24792786,39095,2009-39095,111,464956,53.32286496,0,110063704,23,0.483006216,12.6,39934
Lucas,OH,2010,25644774,39095,2010-39095,112.2,444046,57.75251663,0,116618828,32,0.483240008,11.5,38773
Lucas,OH,2011,25334104,39095,2011-39095,111.2,442708,57.2253133,0,119358250,28,0.48382632,9.9,38421
Lucas,OH,2012,25549790,39095,2012-39095,115,441198,57.91003132,0,121388290,62,0.485641487,8.3,40529
Lunenburg,VA,2006,169400,51111,2006-51111,NA,13070,12.96097934,0,NA,NA,NA,2.6,NA
Lunenburg,VA,2007,174800,51111,2007-51111,NA,13024,13.42137592,0,NA,NA,NA,2.6,NA
Lunenburg,VA,2008,184110,51111,2008-51111,NA,12936,14.23237477,0,NA,NA,NA,3.6,NA
Lunenburg,VA,2009,189790,51111,2009-51111,NA,12908,14.70328478,0,NA,NA,NA,5.5,NA
Lunenburg,VA,2010,246130,51111,2010-51111,NA,12968,18.97979642,0,NA,NA,NA,9.5,NA
Lunenburg,VA,2011,287340,51111,2011-51111,NA,12928,22.22617574,0,NA,NA,NA,8.6,NA
Lunenburg,VA,2012,283500,51111,2012-51111,NA,12838,22.08287895,0,NA,NA,NA,7.6,NA
Lynchburg City,VA,2006,2684070,51680,2006-51680,144.6,70919,37.84698036,0,NA,NA,0.45726107,2.3,36010
Lynchburg City,VA,2007,3118210,51680,2007-51680,153.3,72869,42.7919966,0,NA,NA,0.453133338,2.5,34720
Lynchburg City,VA,2008,3470680,51680,2008-51680,167.9,74018,46.88967548,0,NA,NA,0.444670161,3.7,40396
Lynchburg City,VA,2009,4089930,51680,2009-51680,171.2,71357,57.31645108,0,NA,NA,0.454803674,6,38314
Lynchburg City,VA,2010,4211370,51680,2010-51680,177,73726,57.12191086,0,NA,NA,0.482308485,8.5,35156
Lynchburg City,VA,2011,4817570,51680,2011-51680,170.4,74849,64.36385256,0,NA,NA,0.469720142,8.1,36627
Lynchburg City,VA,2012,5065085,51680,2012-51680,174.8,75657,66.94800217,0,NA,NA,0.474822663,7.5,36912
Madison,FL,2006,1718194,12079,2006-12079,74,19299,89.03020882,1,NA,NA,NA,3.4,NA
Madison,FL,2007,1815362,12079,2007-12079,70.1,19322,93.95311044,1,NA,NA,NA,4.7,NA
Madison,FL,2008,1952840,12079,2008-12079,69,19347,100.9376131,1,NA,NA,NA,8.1,NA
Madison,FL,2009,2007930,12079,2009-12079,74.1,18924,106.1049461,1,NA,NA,NA,12.8,NA
Madison,FL,2010,2232750,12079,2010-12079,70,19300,115.6865285,1,NA,NA,NA,10,NA
Madison,FL,2011,2408450,12079,2011-12079,72.5,19269,124.9909181,1,NA,NA,NA,9.6,NA
Madison,FL,2012,2388470,12079,2012-12079,81.8,19187,124.483765,1,NA,NA,NA,8.6,NA
Mahoning,OH,2006,8397040,39099,2006-39099,100.4,246112,34.11877519,1,NA,21,0.479583788,4.3,38393
Mahoning,OH,2007,9290000,39099,2007-39099,110.8,243453,38.15931617,0,NA,16,0.481894185,4.8,38763
Mahoning,OH,2008,10397040,39099,2008-39099,117.3,241572,43.03909393,0,NA,23,0.48115372,5.3,40125
Mahoning,OH,2009,11412540,39099,2009-39099,123.1,241071,47.34099083,0,NA,16,0.47983188,7.7,39111
Mahoning,OH,2010,11704070,39099,2010-39099,130.4,241899,48.38411899,0,NA,38,0.484805505,11.7,37847
Mahoning,OH,2011,12321090,39099,2011-39099,127.2,240131,51.30986836,0,NA,40,0.485872635,9.8,39356
Mahoning,OH,2012,12508120,39099,2012-39099,119.9,238352,52.47751225,0,NA,40,0.487894703,8.3,39642
Manassas City,VA,2006,1233389,51683,2006-51683,125.2,35631,34.61561562,0,NA,NA,NA,7.3,NA
Manassas City,VA,2007,1312800,51683,2007-51683,122.2,34969,37.54182276,0,NA,NA,NA,8.2,NA
Manassas City,VA,2008,1284500,51683,2008-51683,117.7,34858,36.8495037,0,NA,NA,NA,11.9,NA
Manassas City,VA,2009,1502300,51683,2009-51683,116,35559,42.24809472,0,NA,NA,NA,19.3,NA
Manassas City,VA,2010,1678060,51683,2010-51683,115.8,36067,46.52618737,0,NA,NA,NA,7,NA
Manassas City,VA,2011,1938020,51683,2011-51683,126.6,36811,52.64784983,0,NA,NA,NA,6.1,NA
Manassas City,VA,2012,2046730,51683,2012-51683,134.6,37943,53.94222913,0,NA,NA,NA,5.6,NA
Manatee,FL,2006,13755757,12081,2006-12081,91.1,313771,43.84011588,1,NA,40,0.487886932,3.5,45272
Manatee,FL,2007,15059817,12081,2007-12081,95.1,316410,47.59589457,1,NA,40,0.487927949,4.4,48980
Manatee,FL,2008,16113140,12081,2008-12081,100.9,318766,50.54849012,1,NA,34,0.485077557,7.1,46105
Manatee,FL,2009,16903730,12081,2009-12081,98.6,313011,54.00362927,1,NA,57,0.490276761,11,45419
Manatee,FL,2010,19918920,12081,2010-12081,101.6,318619,62.51642244,1,NA,72,0.484836211,11.4,44785
Manatee,FL,2011,19288680,12081,2011-12081,99.6,321296,60.03398735,1,NA,62,0.483196899,10,43234
Manatee,FL,2012,16146850,12081,2012-12081,89,324834,49.7080047,1,NA,39,0.48404738,8.1,47474
Marion,FL,2006,15886670,12083,2006-12083,92,316310,50.22500079,1,NA,47,0.4848205,2.8,40062
Marion,FL,2007,19351280,12083,2007-12083,100.7,325634,59.42647267,1,NA,21,0.487245157,3.1,39294
Marion,FL,2008,21048396,12083,2008-12083,100.4,330052,63.77296911,1,NA,19,0.483299356,4.8,40170
Marion,FL,2009,22339496,12083,2009-12083,102,318886,70.05480328,1,NA,22,0.486210497,10.4,39035
Marion,FL,2010,22930659,12083,2010-12083,100.7,326833,70.16017048,1,NA,26,0.481898035,13.6,37044
Marion,FL,2011,23111660,12083,2011-12083,96.4,330100,70.01411693,1,NA,16,0.487094359,12.3,36255
Marion,FL,2012,21228160,12083,2012-12083,91.1,331987,63.94274475,1,200,10,0.481023499,10.2,37098
Marshall,WV,2006,1876800,54051,2006-54051,135.7,33814,55.50363755,0,NA,NA,NA,4.9,NA
Marshall,WV,2007,2257730,54051,2007-54051,143.9,33583,67.22835959,0,NA,NA,NA,4.2,NA
Marshall,WV,2008,2521720,54051,2008-54051,145.5,33248,75.84576516,0,NA,NA,NA,4,NA
Marshall,WV,2009,2725100,54051,2009-54051,174.3,33205,82.06896552,0,NA,NA,NA,6.5,NA
Marshall,WV,2010,2814360,54051,2010-54051,181.7,33369,84.34055561,0,NA,11,NA,9.7,NA
Marshall,WV,2011,2780840,54051,2011-54051,166.8,33163,83.85369237,0,NA,NA,NA,8.9,NA
Marshall,WV,2012,2716340,54051,2012-54051,157.8,32993,82.33079744,0,NA,NA,NA,8.1,NA
Martin,FL,2006,4349769,12085,2006-12085,82.8,141802,30.67494817,1,NA,14,0.493963111,2.5,50939
Martin,FL,2007,4740445,12085,2007-12085,87.9,143542,33.02479414,1,NA,18,0.497090141,2.7,55472
Martin,FL,2008,5319565,12085,2008-12085,89.6,144369,36.84700317,1,NA,19,0.501680369,4.2,51930
Martin,FL,2009,6040280,12085,2009-12085,89.6,138791,43.52068938,1,NA,11,0.492016825,6.8,49530
Martin,FL,2010,6838495,12085,2010-12085,93,144322,47.38359363,1,NA,10,0.497913152,10.8,48311
Martin,FL,2011,6805370,12085,2011-12085,91.3,145480,46.77873247,1,NA,11,0.493867589,9.9,50022
Martin,FL,2012,5337220,12085,2012-12085,81.8,146497,36.43228189,1,NA,NA,0.489527406,8.3,44821
Martinsville City,VA,2006,2731900,51690,2006-51690,403.3,14281,191.2961277,0,NA,NA,NA,4.3,NA
Martinsville City,VA,2007,3064330,51690,2007-51690,438.4,14042,218.2260362,0,NA,NA,NA,4.1,NA
Martinsville City,VA,2008,3215460,51690,2008-51690,474.7,14040,229.0213675,0,NA,NA,NA,5.3,NA
Martinsville City,VA,2009,3403360,51690,2009-51690,520.1,14660,232.1527967,0,NA,NA,NA,8.5,NA
Martinsville City,VA,2010,3540460,51690,2010-51690,566.4,14029,252.3672393,0,NA,NA,NA,17.4,NA
Martinsville City,VA,2011,4120740,51690,2011-51690,583.8,13882,296.8405129,0,NA,NA,NA,15.2,NA
Martinsville City,VA,2012,3870390,51690,2012-51690,548.1,13854,279.3698571,0,NA,NA,NA,12.8,NA
Mason,WV,2006,1909230,54053,2006-54053,140.9,26648,71.64627739,0,NA,NA,NA,5.1,NA
Mason,WV,2007,1991430,54053,2007-54053,136.8,26738,74.47939262,0,NA,11,NA,4.7,NA
Mason,WV,2008,2161830,54053,2008-54053,145.5,27097,79.78115659,0,NA,NA,NA,4.6,NA
Mason,WV,2009,2361440,54053,2009-54053,146.8,25536,92.47493734,0,727.5,NA,NA,7.3,NA
Mason,WV,2010,2529570,54053,2010-54053,154,27016,93.63229198,0,NA,NA,NA,11.5,NA
Mason,WV,2011,2452150,54053,2011-54053,149.3,27152,90.31194755,0,NA,NA,NA,10.9,NA
Mason,WV,2012,2096570,54053,2012-54053,137.5,27242,76.96094266,0,NA,NA,NA,9.9,NA
Mathews,VA,2006,183700,51115,2006-51115,NA,8987,20.44063647,0,NA,NA,NA,3.2,NA
Mathews,VA,2007,190630,51115,2007-51115,NA,9026,21.1200975,0,NA,NA,NA,3,NA
Mathews,VA,2008,189430,51115,2008-51115,NA,9041,20.95232828,0,NA,NA,NA,3.8,NA
Mathews,VA,2009,192000,51115,2009-51115,30.9,9011,21.30729109,1,NA,NA,NA,6.7,NA
Mathews,VA,2010,165800,51115,2010-51115,64.2,9004,18.41403821,1,NA,NA,NA,6.3,NA
Mathews,VA,2011,195500,51115,2011-51115,59.1,9000,21.72222222,1,NA,NA,NA,6.5,NA
Mathews,VA,2012,194190,51115,2012-51115,59.7,8965,21.66090351,1,NA,NA,NA,5.7,NA
Mcdowell,WV,2006,2232700,54047,2006-54047,180.3,23199,96.24121729,0,NA,NA,NA,5.7,NA
Mcdowell,WV,2007,2362640,54047,2007-54047,200.7,22746,103.8705706,0,NA,19,NA,5.3,NA
Mcdowell,WV,2008,2149730,54047,2008-54047,207.1,22494,95.56904063,0,NA,21,NA,5.1,NA
Mcdowell,WV,2009,2050430,54047,2009-54047,199,22971,89.26167777,0,NA,NA,NA,8.8,NA
Mcdowell,WV,2010,2064070,54047,2010-54047,192.9,22555,91.51274662,0,NA,23,NA,13.2,NA
Mcdowell,WV,2011,2242610,54047,2011-54047,193.5,22262,100.7371305,0,NA,26,NA,11.9,NA
Mcdowell,WV,2012,2121720,54047,2012-54047,166.1,21966,96.59109533,0,NA,14,NA,12.1,NA
Mecklenburg,VA,2006,777585,51117,2006-51117,83.3,32642,23.8216102,1,NA,NA,NA,3.1,NA
Mecklenburg,VA,2007,927520,51117,2007-51117,90.6,32823,28.25823356,1,NA,NA,NA,3.2,NA
Mecklenburg,VA,2008,1041610,51117,2008-51117,91.8,32920,31.64064399,1,NA,NA,NA,4.1,NA
Mecklenburg,VA,2009,1275320,51117,2009-51117,93.9,31987,39.86994717,1,NA,NA,NA,7,NA
Mecklenburg,VA,2010,1355190,51117,2010-51117,94.2,32774,41.34954537,1,NA,NA,NA,11.3,NA
Mecklenburg,VA,2011,1704750,51117,2011-51117,98.3,32778,52.00896943,1,NA,NA,NA,10.4,NA
Mecklenburg,VA,2012,1803760,51117,2012-51117,119,32548,55.41845889,0,NA,NA,NA,9.4,NA
Medina,OH,2006,5070830,39103,2006-39103,68.3,167298,30.31016509,1,6274400,NA,0.499205801,3.8,64579
Medina,OH,2007,5638560,39103,2007-39103,73.5,168775,33.40873945,1,7365800,NA,0.491638796,3.8,61411
Medina,OH,2008,6253490,39103,2008-39103,81.2,170330,36.71396701,1,7235920,12,0.491157059,4.9,65381
Medina,OH,2009,6991430,39103,2009-39103,83.5,169946,41.13912655,1,8384660,NA,0.493038757,9,66297
Medina,OH,2010,7571810,39103,2010-39103,85.9,170137,44.50419368,1,8374840,11,0.489576574,7.4,63543
Medina,OH,2011,8320450,39103,2011-39103,87.8,171327,48.56473294,1,8136230,17,0.493870554,6.4,59572
Medina,OH,2012,8312020,39103,2012-39103,85.7,172334,48.23203779,1,7803720,16,0.493436356,5.5,65078
Meigs,OH,2006,1417230,39105,2006-39105,121.5,23586,60.08776393,0,NA,NA,NA,5.4,NA
Meigs,OH,2007,1584950,39105,2007-39105,131.9,23612,67.12476707,0,NA,NA,NA,5.4,NA
Meigs,OH,2008,1532540,39105,2008-39105,128.9,23534,65.12025155,0,NA,NA,NA,6.4,NA
Meigs,OH,2009,1604355,39105,2009-39105,126.1,22898,70.06528954,0,NA,NA,NA,11.8,NA
Meigs,OH,2010,1510910,39105,2010-39105,122.9,23649,63.88895936,0,NA,NA,NA,14.6,NA
Meigs,OH,2011,1547020,39105,2011-39105,113.2,23668,65.36335981,0,NA,NA,NA,13.1,NA
Meigs,OH,2012,1415120,39105,2012-39105,102.4,23664,59.80054091,0,NA,NA,NA,11.6,NA
Mercer,OH,2006,4301760,39107,2006-39107,48.1,41063,104.7600029,1,NA,NA,NA,11.2,NA
Mercer,OH,2007,4780510,39107,2007-39107,55.1,41055,116.4416027,1,NA,NA,NA,8.2,NA
Mercer,OH,2008,5038600,39107,2008-39107,52.7,41022,122.8267759,1,NA,NA,NA,8.5,NA
Mercer,OH,2009,5279330,39107,2009-39107,55.7,40761,129.5191482,1,NA,NA,NA,12.7,NA
Mercer,OH,2010,5279630,39107,2010-39107,53.9,40958,128.9035109,1,NA,NA,NA,8.5,NA
Mercer,OH,2011,5986990,39107,2011-39107,48.8,40918,146.3167799,1,NA,NA,NA,6.7,NA
Mercer,OH,2012,6111560,39107,2012-39107,55.1,40866,149.5512162,1,NA,NA,NA,5.1,NA
Miami,OH,2006,2563870,39109,2006-39109,67.7,102028,25.12908221,1,NA,NA,0.496084934,6,49086
Miami,OH,2007,2976860,39109,2007-39109,70.8,102130,29.14775286,1,NA,NA,0.488370712,6.2,50173
Miami,OH,2008,3381280,39109,2008-39109,66.7,102430,33.01064141,1,NA,14,0.490250779,7.5,53091
Miami,OH,2009,3529395,39109,2009-39109,67.6,100982,34.95073379,1,NA,NA,0.494923758,11.6,49455
Miami,OH,2010,3502680,39109,2010-39109,68.3,102315,34.2342765,1,NA,NA,0.493436527,11.1,49222
Miami,OH,2011,3894100,39109,2011-39109,73.6,102487,37.99603852,1,NA,NA,0.491031238,9.1,46759
Miami,OH,2012,4272890,39109,2012-39109,85.8,102657,41.62297749,1,NA,NA,0.494178149,7.3,53101
Miami-Dade,FL,2006,22681429,12086,2006-12086,33,2405911,9.427376574,1,6929778,78,0.484281544,NA,41237
Miami-Dade,FL,2007,26268574,12086,2007-12086,34.5,2415576,10.87466261,1,32122.5,79,0.484974677,NA,43650
Miami-Dade,FL,2008,29436374,12086,2008-12086,36.2,2436062,12.08358983,1,737075,76,0.484305398,NA,44068
Miami-Dade,FL,2009,37823221,12086,2009-12086,37.6,2457044,15.39379067,1,4825284,96,0.487831642,NA,41533
Miami-Dade,FL,2010,48955525,12086,2010-12086,37.9,2445374,20.0196473,1,3842300,59,0.484138328,NA,40219
Miami-Dade,FL,2011,46318279,12086,2011-12086,38.5,2474676,18.71690637,1,2722361,73,0.486074263,NA,40552
Miami-Dade,FL,2012,30169254,12086,2012-12086,34.6,2512219,12.00900638,1,1452080,82,0.485610576,NA,41400
Middlesex,VA,2006,200700,51119,2006-51119,NA,10732,18.70108088,0,NA,NA,NA,2.8,NA
Middlesex,VA,2007,221800,51119,2007-51119,NA,10763,20.60763728,0,NA,NA,NA,2.7,NA
Middlesex,VA,2008,224100,51119,2008-51119,NA,10806,20.73847862,0,NA,NA,NA,3.6,NA
Middlesex,VA,2009,256500,51119,2009-51119,NA,10626,24.13890457,0,NA,NA,NA,6.4,NA
Middlesex,VA,2010,273600,51119,2010-51119,NA,10831,25.26082541,0,NA,NA,NA,7.2,NA
Middlesex,VA,2011,320100,51119,2011-51119,NA,10855,29.48871488,0,NA,NA,NA,6.5,NA
Middlesex,VA,2012,311650,51119,2012-51119,NA,10855,28.71027176,0,NA,NA,NA,6.1,NA
Mineral,WV,2006,849670,54057,2006-54057,80.9,27324,31.09610599,1,NA,NA,NA,3.5,NA
Mineral,WV,2007,1028400,54057,2007-54057,95,27532,37.35289845,1,NA,NA,NA,3.1,NA
Mineral,WV,2008,1210110,54057,2008-54057,118.6,27824,43.49158999,0,NA,NA,NA,2.8,NA
Mineral,WV,2009,1264440,54057,2009-54057,121.6,26960,46.90059347,0,NA,NA,NA,4.4,NA
Mineral,WV,2010,1278820,54057,2010-54057,121,27796,46.00733919,0,NA,NA,NA,9.3,NA
Mineral,WV,2011,1314980,54057,2011-54057,117.9,27970,47.01394351,0,NA,NA,NA,8.8,NA
Mineral,WV,2012,1247110,54057,2012-54057,114.9,28049,44.46183465,0,NA,NA,NA,8.5,NA
Mingo,WV,2006,4691980,54059,2006-54059,251.1,27054,173.4301767,0,NA,10,NA,5.5,NA
Mingo,WV,2007,7511830,54059,2007-54059,161.8,27145,276.7297845,0,NA,10,NA,4.7,NA
Mingo,WV,2008,9795100,54059,2008-54059,425.5,26850,364.8081937,0,NA,18,NA,4.5,NA
Mingo,WV,2009,7464630,54059,2009-54059,437.2,26562,281.0266546,0,NA,NA,NA,7.2,NA
Mingo,WV,2010,3162950,54059,2010-54059,267,26956,117.337513,0,NA,13,NA,9.8,NA
Mingo,WV,2011,2863950,54059,2011-54059,201.8,26859,106.6290629,0,NA,17,NA,8.6,NA
Mingo,WV,2012,2779190,54059,2012-54059,201.2,26660,104.2456864,0,NA,16,NA,9.7,NA
Monongalia,WV,2006,2751620,54061,2006-54061,88.5,89656,30.69086285,1,NA,NA,0.509911271,4.7,35222
Monongalia,WV,2007,3319650,54061,2007-54061,106.9,90764,36.57452294,0,NA,NA,0.506741624,4.7,42064
Monongalia,WV,2008,3573330,54061,2008-54061,116.6,92200,38.75629067,0,NA,11,0.511884925,5.3,42414
Monongalia,WV,2009,3920150,54061,2009-54061,114.4,87864,44.61611126,0,NA,NA,0.510246448,8.8,32477
Monongalia,WV,2010,3958427,54061,2010-54061,109.3,92715,42.69456938,0,NA,NA,0.51909785,5.6,42028
Monongalia,WV,2011,4160910,54061,2011-54061,104.5,94489,44.03591953,0,NA,NA,0.516624716,5.6,44049
